image_id,lefteye_x,lefteye_y,righteye_x,righteye_y,nose_x,nose_y,leftmouth_x,leftmouth_y,rightmouth_x,rightmouth_y
006657.jpg,70,112,108,110,97,138,68,154,107,150
006661.jpg,68,112,108,112,87,135,68,151,108,152
006665.jpg,67,112,110,112,92,139,70,151,107,150
006666.jpg,66,113,111,113,89,138,66,150,110,148
006667.jpg,67,112,110,113,82,136,68,150,109,150
006668.jpg,70,110,106,111,98,136,71,153,106,153
006675.jpg,69,111,108,112,89,139,72,152,105,152
006680.jpg,68,112,109,112,84,135,69,151,108,151
006682.jpg,70,111,107,111,85,138,71,152,106,154
006685.jpg,67,113,111,111,93,137,69,151,106,149
006690.jpg,69,112,109,111,97,139,67,151,109,151
006695.jpg,68,112,109,112,90,136,72,150,104,152
006696.jpg,70,111,107,111,92,138,75,152,102,152
006699.jpg,68,113,110,110,93,139,64,153,110,148
006701.jpg,70,111,107,110,88,135,72,152,104,153
006707.jpg,70,112,108,110,89,138,72,152,104,152
006708.jpg,67,112,110,112,85,135,69,150,108,151
006709.jpg,70,110,107,112,84,141,75,152,104,153
006710.jpg,70,113,108,110,78,128,73,153,101,152
006714.jpg,67,112,110,113,88,140,66,150,111,150
006717.jpg,68,112,109,112,94,132,69,151,107,151
006718.jpg,67,112,109,112,87,142,71,151,106,150
006720.jpg,69,112,108,111,87,135,72,152,105,151
006722.jpg,68,113,110,111,89,126,71,151,104,150
006725.jpg,69,111,108,112,89,136,74,151,104,152
006726.jpg,66,111,110,113,85,135,69,150,110,150
006731.jpg,68,111,108,112,85,138,71,151,107,152
006732.jpg,71,111,107,111,85,132,73,152,104,154
006733.jpg,68,112,109,112,87,137,70,150,107,152
006734.jpg,70,111,107,111,84,139,69,151,108,154
006735.jpg,68,112,109,112,91,143,69,151,107,151
006737.jpg,69,112,108,111,88,138,67,152,108,152
006738.jpg,68,112,109,112,88,139,66,151,111,150
006739.jpg,68,112,109,112,93,137,67,151,110,151
006740.jpg,71,111,107,110,94,136,75,154,101,152
006741.jpg,67,112,110,112,90,132,72,151,105,150
006743.jpg,69,111,108,112,88,136,73,151,104,152
006745.jpg,67,112,110,112,86,141,69,151,108,150
006746.jpg,69,112,108,111,86,138,71,151,105,152
006748.jpg,69,111,108,111,85,132,72,152,105,152
006749.jpg,69,111,108,112,88,134,72,152,106,153
006754.jpg,68,111,108,113,80,140,68,151,111,152
006765.jpg,68,112,109,112,87,142,66,151,111,151
006770.jpg,69,111,108,112,89,137,69,152,109,152
006771.jpg,70,111,107,111,88,137,73,152,103,152
006775.jpg,67,112,110,112,89,136,67,150,109,150
006777.jpg,69,111,108,111,93,132,73,152,104,151
006778.jpg,70,112,108,110,83,131,74,153,102,152
006782.jpg,69,111,108,112,86,139,74,152,103,152
006784.jpg,69,112,109,111,88,138,65,152,110,151
006785.jpg,69,110,107,112,83,136,72,152,105,153
006786.jpg,69,112,108,111,96,137,69,153,107,150
006787.jpg,69,110,107,112,96,132,74,152,105,153
006789.jpg,70,112,108,111,94,137,71,152,105,153
006791.jpg,69,111,108,111,85,134,70,152,107,153
006792.jpg,70,112,108,111,87,136,74,152,102,153
006802.jpg,67,112,110,113,88,142,67,149,111,151
006804.jpg,69,111,108,112,84,136,71,151,107,153
006806.jpg,67,112,110,113,83,138,68,149,110,151
006817.jpg,66,112,110,113,85,138,68,149,110,149
006819.jpg,70,111,107,111,90,128,70,152,107,153
006820.jpg,69,110,108,112,94,133,76,153,103,151
006821.jpg,70,111,107,111,78,132,69,152,109,154
006822.jpg,67,110,108,113,82,138,70,149,110,153
006823.jpg,67,112,110,112,86,135,66,150,111,150
006826.jpg,70,111,107,111,90,129,73,152,104,153
006829.jpg,71,110,106,111,86,134,72,154,107,153
006835.jpg,70,110,106,111,88,129,73,153,104,153
006836.jpg,69,112,108,111,95,140,72,151,105,152
006839.jpg,70,111,107,111,94,133,74,152,104,153
006840.jpg,69,111,108,112,89,133,71,151,107,152
006841.jpg,68,112,110,112,93,136,66,151,110,150
006845.jpg,68,112,109,112,87,138,70,150,107,151
006846.jpg,68,113,110,111,92,137,69,150,107,151
006850.jpg,69,111,108,111,89,128,70,152,107,152
006855.jpg,70,111,107,110,95,133,71,153,105,152
006858.jpg,67,112,110,112,87,141,69,151,108,150
006859.jpg,69,111,107,112,93,133,73,152,104,152
006861.jpg,67,112,110,112,95,138,68,151,108,149
006866.jpg,69,112,108,111,90,137,74,152,102,151
006867.jpg,69,111,108,112,88,133,75,152,103,152
006868.jpg,69,110,107,112,83,139,71,153,108,153
006870.jpg,69,111,107,112,88,131,73,153,104,151
006872.jpg,68,111,109,112,87,142,70,151,108,151
006875.jpg,69,112,108,111,88,135,74,152,102,151
006880.jpg,70,111,108,111,88,135,72,152,104,152
006881.jpg,70,111,107,111,86,138,74,154,102,152
006885.jpg,72,110,106,110,90,128,74,155,103,153
006887.jpg,68,111,108,112,87,137,73,151,105,151
006891.jpg,68,112,109,112,88,135,70,151,106,151
006895.jpg,69,109,106,113,92,126,73,150,107,155
006902.jpg,69,112,109,111,93,135,69,151,107,152
006903.jpg,69,110,107,112,91,134,72,153,106,152
006904.jpg,70,110,106,111,91,134,73,153,105,153
006906.jpg,68,112,109,112,94,133,67,150,110,152
006909.jpg,68,112,109,112,82,125,65,151,112,151
006910.jpg,69,112,108,111,92,133,71,152,105,152
006912.jpg,68,111,108,113,91,134,74,151,104,152
006917.jpg,69,111,108,111,80,132,67,152,110,152
006918.jpg,69,112,109,111,94,141,71,151,104,151
006919.jpg,69,112,108,111,91,138,72,152,105,152
006920.jpg,66,113,111,112,90,133,67,150,110,149
006924.jpg,68,113,110,111,92,129,66,152,110,149
006925.jpg,70,110,107,111,83,136,70,152,108,153
006926.jpg,68,111,109,112,93,134,71,151,106,152
006929.jpg,70,111,107,111,89,134,75,153,102,152
006933.jpg,69,111,108,111,86,133,70,151,107,153
006934.jpg,68,111,109,113,80,139,68,150,110,152
006935.jpg,70,111,107,110,86,140,71,151,105,154
006936.jpg,68,111,108,112,84,139,72,152,107,151
006938.jpg,68,111,108,112,84,130,69,151,109,152
006940.jpg,69,111,108,112,86,139,72,152,105,152
006941.jpg,71,111,106,110,87,134,75,153,101,154
006945.jpg,67,112,109,113,86,136,70,150,108,151
006948.jpg,69,112,108,111,85,137,72,152,104,152
006952.jpg,68,112,109,112,91,135,70,151,107,150
006954.jpg,69,111,108,112,85,134,71,152,107,152
006957.jpg,69,112,108,111,93,137,72,153,104,151
006958.jpg,70,111,107,111,86,138,74,152,103,152
006959.jpg,69,111,108,112,79,137,68,149,109,153
006960.jpg,69,111,108,111,95,136,75,152,102,153
006964.jpg,70,112,108,110,84,132,73,153,102,152
006965.jpg,69,112,108,111,93,131,69,152,107,152
006967.jpg,69,112,108,111,89,136,70,150,107,153
006971.jpg,70,112,107,110,89,133,73,153,102,152
006974.jpg,68,112,109,112,82,135,63,151,114,150
006977.jpg,68,112,110,112,88,130,67,151,110,150
006978.jpg,70,111,108,111,89,136,74,152,103,152
006981.jpg,69,112,108,111,90,138,73,152,103,152
006984.jpg,70,111,107,111,89,138,71,153,105,153
006985.jpg,69,111,108,112,93,139,70,152,107,151
006987.jpg,70,113,109,109,80,128,72,152,102,151
006990.jpg,68,112,109,112,88,136,70,151,107,151
006993.jpg,69,112,108,111,83,139,68,151,109,152
006995.jpg,69,110,107,112,80,142,66,151,112,154
006996.jpg,68,113,110,111,95,137,68,151,108,151
007001.jpg,69,112,109,110,99,140,65,153,110,150
007005.jpg,69,111,108,112,85,133,69,151,108,152
007006.jpg,70,110,107,111,100,132,73,152,105,153
007013.jpg,69,111,107,111,83,138,70,153,108,152
007016.jpg,69,111,108,112,85,138,71,153,106,151
007019.jpg,70,111,107,111,94,137,73,154,103,152
007022.jpg,68,111,109,112,87,139,66,151,111,151
007023.jpg,71,110,106,110,88,136,75,153,102,154
007024.jpg,68,112,109,112,82,132,68,150,108,152
007027.jpg,69,112,109,111,87,138,73,153,103,150
007029.jpg,66,112,110,113,83,141,66,149,112,150
007032.jpg,67,112,110,113,92,140,66,150,111,150
007034.jpg,68,112,109,112,96,138,69,152,108,150
007035.jpg,68,113,109,111,85,140,67,150,108,152
007036.jpg,68,111,108,112,94,135,69,153,109,151
007039.jpg,67,113,110,112,95,138,65,150,111,149
007044.jpg,68,111,108,113,91,133,71,152,108,151
007046.jpg,67,113,111,112,88,141,62,149,114,150
007048.jpg,69,112,108,112,89,138,65,152,111,151
007049.jpg,69,111,107,111,86,137,72,152,105,153
007054.jpg,70,111,107,111,81,135,74,151,103,154
007056.jpg,69,112,109,111,92,131,69,152,107,151
007060.jpg,67,111,109,113,87,140,68,151,110,151
007062.jpg,70,111,107,111,92,128,72,153,105,152
007063.jpg,68,111,108,112,91,140,70,151,107,152
007064.jpg,67,112,110,112,89,140,66,151,111,150
007065.jpg,69,112,109,110,84,131,71,152,104,151
007070.jpg,70,112,108,110,85,134,70,152,105,151
007074.jpg,69,111,108,111,93,139,74,153,103,152
007075.jpg,68,110,108,113,83,138,69,150,110,152
007077.jpg,67,112,110,112,89,137,66,150,111,151
007079.jpg,68,112,109,112,82,139,67,150,110,151
007083.jpg,69,111,108,111,87,139,74,152,103,151
007084.jpg,68,113,110,111,85,137,71,152,104,150
007087.jpg,69,113,109,111,88,137,71,152,104,150
007088.jpg,68,110,107,113,74,138,70,151,110,153
007089.jpg,68,111,108,112,92,134,69,152,109,151
007093.jpg,68,113,110,111,91,136,63,153,111,149
007095.jpg,70,111,108,111,90,136,73,152,103,152
007104.jpg,68,111,109,112,88,138,73,151,104,151
007107.jpg,70,111,107,111,95,137,75,153,102,153
007108.jpg,70,111,108,111,88,131,73,154,104,151
007109.jpg,69,111,108,112,87,137,74,152,104,152
007110.jpg,70,112,108,111,84,141,73,152,103,152
007113.jpg,70,112,108,110,81,132,72,152,104,153
007114.jpg,68,111,108,112,88,135,67,152,110,151
007115.jpg,69,111,108,112,81,139,67,152,110,152
007116.jpg,71,109,105,111,74,139,75,153,103,156
007118.jpg,68,112,109,112,85,133,71,152,106,150
007123.jpg,69,111,108,111,87,139,70,149,107,154
007125.jpg,70,110,107,111,88,131,75,153,103,153
007126.jpg,70,111,107,111,91,136,68,153,109,152
007128.jpg,69,111,108,111,80,135,72,151,105,153
007131.jpg,68,112,109,112,89,138,69,151,108,151
007133.jpg,69,112,108,112,83,133,72,151,105,152
007135.jpg,68,111,109,112,85,138,70,150,108,152
007136.jpg,67,111,109,113,87,143,67,151,112,151
007138.jpg,67,112,110,112,86,140,67,149,110,151
007139.jpg,70,111,107,110,80,133,73,153,103,152
007140.jpg,70,111,107,111,91,135,72,152,105,152
007141.jpg,70,111,108,111,87,136,74,151,102,153
007150.jpg,67,113,111,112,89,139,67,149,109,150
007155.jpg,68,112,109,112,86,133,69,151,108,151
007156.jpg,68,112,109,112,90,135,71,151,106,151
007157.jpg,68,111,109,112,91,131,71,151,106,151
007158.jpg,70,111,107,111,91,132,74,152,103,153
007159.jpg,69,111,108,112,85,144,71,153,107,151
007160.jpg,69,111,108,111,91,132,73,151,104,153
007163.jpg,69,111,108,112,87,136,72,151,105,152
007164.jpg,69,112,109,111,92,144,67,152,109,151
007165.jpg,69,112,108,111,79,134,67,152,108,152
007166.jpg,68,110,108,113,87,139,73,152,106,152
007167.jpg,69,112,108,111,91,132,72,152,104,151
007169.jpg,69,112,108,111,84,133,72,152,104,151
007171.jpg,70,112,108,110,85,129,70,154,105,151
007172.jpg,69,111,107,112,86,139,69,151,109,153
007173.jpg,69,111,108,111,85,136,71,152,105,152
007174.jpg,67,111,109,113,84,138,66,151,112,150
007181.jpg,69,109,106,113,79,138,75,152,105,154
007182.jpg,69,112,108,111,99,136,70,152,106,152
007184.jpg,68,111,108,112,86,135,71,151,106,152
007187.jpg,67,113,110,112,90,134,67,151,109,149
007188.jpg,68,110,108,113,78,135,68,153,111,151
007191.jpg,70,112,107,110,95,134,73,152,103,153
007192.jpg,68,112,109,112,87,138,66,150,111,151
007193.jpg,68,112,109,112,84,138,69,150,109,152
007196.jpg,68,112,110,112,95,140,69,150,108,151
007200.jpg,68,112,109,112,89,136,70,150,106,151
007202.jpg,68,111,108,112,78,141,69,152,109,151
007203.jpg,68,112,109,112,86,138,65,150,111,151
007207.jpg,69,111,108,111,92,134,72,151,105,153
007212.jpg,69,112,109,111,89,134,73,152,103,151
007213.jpg,71,111,107,110,86,138,72,154,105,152
007215.jpg,68,112,109,112,91,132,71,151,107,151
007217.jpg,69,111,108,111,89,134,72,152,105,152
007218.jpg,68,112,109,112,91,137,66,151,111,151
007219.jpg,69,112,108,111,92,141,70,153,106,151
007220.jpg,69,111,108,111,87,135,75,152,102,152
007222.jpg,70,111,107,111,81,138,74,153,103,153
007224.jpg,69,111,108,112,89,138,75,151,102,152
007226.jpg,68,112,109,112,89,146,65,150,112,151
007228.jpg,70,111,107,110,91,140,72,153,104,153
007229.jpg,68,111,109,112,91,137,73,151,105,151
007230.jpg,70,111,107,111,85,137,73,152,104,155
007234.jpg,69,110,107,112,86,138,72,150,107,154
007235.jpg,68,112,109,112,88,135,76,151,101,151
007239.jpg,69,111,107,111,92,130,77,152,100,152
007241.jpg,67,112,110,112,91,137,67,150,110,151
007244.jpg,69,111,108,111,94,131,72,152,105,152
007247.jpg,69,111,108,111,88,130,72,152,105,151
007248.jpg,70,111,108,111,83,137,71,151,106,153
007252.jpg,70,111,107,111,88,132,73,152,104,153
007253.jpg,68,111,109,112,85,139,66,150,112,152
007254.jpg,69,112,109,111,89,140,68,152,108,151
007255.jpg,69,112,108,111,80,136,71,152,106,152
007256.jpg,68,111,109,112,87,137,71,151,107,151
007258.jpg,67,111,109,113,87,138,66,149,112,152
007259.jpg,69,112,108,111,93,136,72,152,105,152
007261.jpg,69,112,109,111,90,140,72,151,105,151
007263.jpg,71,111,107,110,75,135,71,154,105,153
007266.jpg,69,110,107,112,79,138,73,152,105,153
007267.jpg,70,111,107,111,86,137,74,153,103,152
007268.jpg,69,110,107,112,96,130,75,152,104,153
007270.jpg,69,111,108,111,88,138,69,152,108,152
007271.jpg,69,112,108,111,91,133,71,151,105,152
007276.jpg,69,112,108,111,88,134,69,151,108,152
007277.jpg,70,111,107,111,83,131,73,152,103,152
007281.jpg,67,112,110,112,85,141,64,150,113,151
007283.jpg,70,110,106,111,89,132,77,153,100,153
007286.jpg,71,111,106,111,97,136,73,153,103,153
007287.jpg,69,112,108,111,89,136,75,152,102,151
007288.jpg,69,111,108,112,95,138,71,152,107,152
007290.jpg,68,112,109,112,81,135,72,151,105,151
007298.jpg,67,112,110,112,80,140,67,151,110,149
007299.jpg,69,112,109,111,96,137,66,152,110,151
007304.jpg,70,111,107,111,84,140,72,153,105,153
007305.jpg,69,112,108,111,95,134,70,152,106,151
007306.jpg,68,111,109,112,89,140,67,150,110,151
007308.jpg,68,112,109,112,84,135,67,150,110,152
007309.jpg,70,111,107,111,79,139,74,151,103,154
007310.jpg,67,112,110,112,88,138,67,148,110,152
007312.jpg,70,111,107,111,87,133,73,152,103,152
007313.jpg,70,111,107,111,91,136,74,152,103,153
007315.jpg,69,112,109,111,86,128,73,152,103,151
007316.jpg,69,111,108,111,89,129,72,152,105,152
007319.jpg,69,111,108,112,89,133,73,152,105,151
007321.jpg,70,111,107,111,92,139,70,153,106,152
007322.jpg,70,112,108,110,97,138,73,153,102,152
007323.jpg,68,111,109,112,85,136,66,151,112,151
007324.jpg,68,111,109,112,90,140,69,151,108,152
007325.jpg,68,112,109,111,84,130,68,151,108,151
007326.jpg,67,112,110,112,85,138,65,150,111,150
007329.jpg,70,112,108,110,81,137,72,152,104,153
007333.jpg,67,112,110,112,87,139,64,151,113,149
007341.jpg,67,112,110,112,86,140,67,150,110,151
007342.jpg,69,111,108,111,91,136,73,151,103,152
007347.jpg,69,111,108,111,88,135,73,152,103,152
007350.jpg,68,112,109,111,86,136,68,150,109,152
007355.jpg,69,112,108,111,93,136,73,152,103,151
007359.jpg,67,110,109,114,82,142,72,150,108,152
007360.jpg,70,112,108,111,91,139,65,152,111,152
007362.jpg,71,110,106,111,85,137,72,154,105,154
007364.jpg,67,112,110,112,83,141,63,149,114,151
007365.jpg,67,113,110,112,94,141,66,151,111,149
007366.jpg,69,111,107,112,85,133,75,152,103,152
007368.jpg,68,111,109,112,92,137,74,152,103,151
007371.jpg,70,111,107,111,84,138,71,152,106,152
007372.jpg,68,112,109,111,93,137,68,151,108,151
007373.jpg,65,113,111,113,88,140,65,149,113,148
007374.jpg,68,112,110,112,87,144,65,150,112,151
007376.jpg,69,111,108,111,89,138,73,152,104,152
007377.jpg,69,111,108,111,87,137,75,152,102,152
007380.jpg,69,111,108,112,89,138,72,151,105,152
007381.jpg,68,110,108,113,81,141,67,150,112,152
007383.jpg,67,112,110,112,86,139,65,150,112,151
007387.jpg,69,111,108,111,86,130,70,152,107,152
007393.jpg,67,112,110,112,89,138,68,149,109,150
007394.jpg,67,112,110,113,82,142,67,149,110,151
007395.jpg,69,111,108,111,81,137,73,153,104,152
007398.jpg,67,112,110,112,90,141,66,150,111,150
007400.jpg,69,112,108,111,89,137,70,152,106,152
007404.jpg,69,111,108,111,82,134,74,152,103,152
007407.jpg,68,112,109,111,97,141,66,152,110,150
007409.jpg,69,112,108,111,91,134,69,151,107,152
007413.jpg,67,112,109,112,90,139,72,151,106,150
007415.jpg,69,111,108,111,96,136,69,153,107,152
007417.jpg,69,112,108,111,85,129,72,151,104,153
007418.jpg,68,113,110,111,91,139,65,150,111,151
007420.jpg,69,112,109,111,91,133,71,151,106,152
007421.jpg,71,110,106,111,88,139,73,154,104,153
007422.jpg,69,109,106,112,92,130,75,152,104,153
007423.jpg,69,111,108,111,89,134,75,152,102,152
007425.jpg,67,112,109,113,88,145,68,150,110,150
007426.jpg,71,110,106,110,81,134,75,154,102,154
007427.jpg,68,111,108,112,83,139,69,151,109,152
007430.jpg,70,111,107,111,89,136,71,152,105,153
007433.jpg,70,111,107,111,93,135,73,152,103,153
007435.jpg,68,112,109,112,87,139,67,151,110,152
007436.jpg,68,112,109,112,91,136,70,151,107,151
007437.jpg,68,112,109,111,81,134,68,152,108,150
007440.jpg,68,112,109,112,87,134,67,151,110,150
007441.jpg,68,112,110,112,88,137,69,151,108,150
007442.jpg,69,111,108,111,89,136,74,152,103,152
007443.jpg,68,112,109,111,86,135,69,150,108,152
007444.jpg,68,112,109,111,89,140,68,151,108,151
007447.jpg,67,112,109,113,86,140,67,149,110,151
007449.jpg,68,112,109,112,89,137,66,151,111,151
007453.jpg,71,110,106,111,88,133,75,154,103,153
007454.jpg,69,112,108,111,85,139,68,151,108,153
007455.jpg,68,111,108,112,88,139,72,153,106,150
007457.jpg,67,111,109,113,86,139,70,149,108,151
007459.jpg,69,112,108,111,90,137,72,151,104,152
007460.jpg,69,111,108,112,85,137,71,151,106,152
007461.jpg,67,113,110,112,93,136,69,151,108,149
007463.jpg,69,111,108,112,85,135,73,152,105,152
007469.jpg,67,111,109,113,84,140,68,150,110,151
007470.jpg,68,112,109,112,84,138,65,151,112,151
007477.jpg,68,111,108,112,85,139,71,151,108,152
007485.jpg,68,112,109,112,91,137,67,151,110,151
007490.jpg,68,111,108,112,84,142,70,151,108,152
007491.jpg,69,111,108,112,93,136,69,152,109,152
007492.jpg,67,110,108,113,78,139,66,150,114,152
007493.jpg,67,112,109,112,82,137,68,150,110,151
007501.jpg,70,111,107,111,88,130,73,153,104,153
007502.jpg,69,111,107,111,89,133,71,151,106,153
007504.jpg,69,111,108,112,86,137,74,152,104,152
007505.jpg,69,111,108,112,79,137,71,151,107,153
007508.jpg,67,112,110,112,91,139,65,151,112,150
007509.jpg,68,112,109,112,87,138,69,150,108,152
007512.jpg,69,111,108,111,89,135,71,152,106,152
007517.jpg,69,111,108,111,77,140,67,151,110,153
007518.jpg,66,112,110,113,95,139,66,149,112,149
007522.jpg,69,112,108,111,93,138,71,152,106,151
007523.jpg,67,112,110,112,86,130,70,150,107,150
007526.jpg,67,112,110,112,84,135,69,151,108,150
007528.jpg,69,111,108,112,89,137,73,152,104,152
007529.jpg,67,112,110,112,88,139,66,151,111,150
007531.jpg,71,112,107,109,96,135,68,154,107,153
007538.jpg,66,112,110,113,81,136,67,148,111,151
007540.jpg,68,110,108,113,82,139,71,150,108,153
007542.jpg,70,111,108,111,86,135,73,152,103,153
007544.jpg,68,111,108,112,79,135,69,152,109,151
007546.jpg,70,112,108,110,81,134,75,152,101,153
007548.jpg,69,112,109,111,79,134,71,152,105,151
007549.jpg,71,110,106,111,81,135,75,153,102,153
007553.jpg,69,111,108,111,89,140,69,151,108,152
007554.jpg,70,111,107,111,86,138,75,153,102,153
007556.jpg,69,112,108,111,87,130,69,152,108,151
007557.jpg,70,110,106,112,97,131,76,151,103,155
007559.jpg,68,112,109,112,88,138,67,151,109,151
007563.jpg,70,112,108,110,82,128,71,152,104,151
007566.jpg,69,111,108,111,96,136,72,152,104,152
007570.jpg,69,111,108,111,84,134,69,152,107,152
007574.jpg,70,112,107,110,93,135,72,154,103,151
007582.jpg,67,112,110,112,92,140,65,150,112,149
007584.jpg,69,112,108,111,90,141,71,151,105,152
007588.jpg,68,112,109,112,89,135,68,151,109,151
007589.jpg,69,111,108,112,84,134,73,152,104,152
007590.jpg,70,111,107,111,90,135,73,153,104,153
007591.jpg,70,111,106,111,87,137,74,154,103,153
007592.jpg,69,111,108,111,86,135,69,152,107,153
007597.jpg,68,110,108,113,83,142,71,151,108,152
007599.jpg,69,111,108,112,89,131,67,152,110,152
007602.jpg,69,112,108,111,89,135,71,151,105,152
007603.jpg,69,111,108,111,91,135,72,152,105,152
007607.jpg,69,111,108,112,90,137,71,152,106,151
007609.jpg,70,110,107,111,89,132,74,154,104,152
007610.jpg,68,111,108,112,86,134,71,151,106,152
007613.jpg,68,112,109,111,83,131,69,151,107,150
007619.jpg,68,112,109,111,87,135,72,151,104,151
007620.jpg,69,110,107,112,82,135,69,152,109,153
007623.jpg,68,111,108,112,90,134,71,151,106,152
007625.jpg,68,112,109,112,89,136,72,151,105,152
007627.jpg,68,111,109,112,87,139,69,150,109,152
007629.jpg,68,111,109,112,88,137,73,151,105,151
007633.jpg,67,112,110,113,89,128,70,150,107,150
007635.jpg,68,112,109,112,87,134,68,152,108,150
007640.jpg,68,111,109,112,91,138,72,151,106,151
007641.jpg,68,112,109,112,95,137,68,151,109,151
007646.jpg,70,111,107,111,91,133,76,153,101,153
007648.jpg,66,112,111,113,87,144,65,148,112,150
007649.jpg,68,112,109,111,88,137,67,151,109,152
007653.jpg,69,112,108,111,93,139,72,153,104,151
007659.jpg,69,111,108,111,89,132,74,152,103,152
007664.jpg,68,112,109,112,91,136,66,150,111,152
007666.jpg,68,112,109,112,90,140,67,153,109,149
007668.jpg,72,110,105,110,91,136,75,154,102,154
007672.jpg,70,110,107,111,89,134,75,153,103,153
007678.jpg,67,111,109,113,80,135,67,150,111,152
007680.jpg,71,112,107,110,86,133,74,152,101,153
007688.jpg,67,112,110,112,88,141,68,149,108,150
007691.jpg,69,110,107,112,82,135,74,152,104,153
007692.jpg,70,111,107,111,97,134,73,152,103,153
007695.jpg,68,112,109,112,88,142,69,152,108,150
007696.jpg,69,111,108,111,86,132,73,152,103,152
007699.jpg,69,111,108,111,84,138,72,151,105,153
007708.jpg,69,111,108,111,88,136,73,152,104,152
007709.jpg,68,110,108,113,83,141,68,151,111,152
007710.jpg,68,113,110,111,96,137,65,151,111,149
007716.jpg,70,112,108,110,83,131,72,152,103,152
007717.jpg,68,112,109,112,90,136,69,151,107,152
007719.jpg,69,113,109,111,99,141,65,153,110,149
007723.jpg,67,112,110,112,89,138,65,151,112,150
007727.jpg,69,111,108,111,95,140,74,152,103,152
007728.jpg,68,112,109,112,89,141,68,151,109,151
007729.jpg,67,113,110,111,90,128,73,151,103,149
007730.jpg,69,111,108,111,88,133,72,152,106,152
007731.jpg,71,111,107,110,97,136,75,154,100,152
007732.jpg,69,110,107,112,78,136,75,152,103,153
007733.jpg,70,111,107,111,87,134,74,152,103,153
007734.jpg,70,111,107,111,85,135,72,153,105,152
007737.jpg,66,111,109,114,84,139,69,150,111,150
007739.jpg,68,111,109,112,89,138,70,151,108,151
007741.jpg,69,113,109,111,91,141,66,151,109,152
007742.jpg,68,111,108,113,84,137,71,152,107,151
007745.jpg,70,111,107,111,90,135,73,153,104,152
007747.jpg,69,111,107,112,90,131,75,152,103,153
007752.jpg,71,111,106,110,90,132,69,153,107,153
007755.jpg,69,111,108,112,88,135,75,152,103,152
007757.jpg,68,112,109,112,88,141,65,152,112,150
007761.jpg,70,111,107,110,89,138,71,153,105,152
007762.jpg,71,111,107,110,81,133,73,153,102,153
007764.jpg,68,109,107,114,77,142,68,150,113,154
007765.jpg,68,112,109,112,87,135,71,150,106,151
007767.jpg,71,111,107,110,87,133,74,153,102,153
007768.jpg,69,112,109,111,88,139,67,150,109,153
007773.jpg,69,111,108,112,96,137,67,152,110,152
007776.jpg,69,111,108,111,87,140,68,150,109,153
007777.jpg,71,110,106,111,93,136,75,154,102,153
007780.jpg,67,113,110,112,84,139,70,149,106,152
007781.jpg,69,111,108,111,96,137,71,153,106,151
007782.jpg,69,111,108,112,90,138,67,151,111,153
007783.jpg,69,112,108,111,94,135,70,151,106,152
007785.jpg,69,112,108,111,89,142,70,151,107,152
007786.jpg,69,113,109,110,92,136,71,153,103,150
007793.jpg,68,110,108,113,78,137,68,151,111,152
007798.jpg,69,111,108,111,87,138,73,152,104,152
007811.jpg,70,111,107,111,87,135,73,153,103,153
007813.jpg,71,111,106,110,87,132,70,153,106,154
007814.jpg,70,112,108,111,88,133,72,152,104,152
007820.jpg,70,111,107,111,81,135,73,153,104,153
007821.jpg,70,111,107,111,82,138,70,153,106,152
007824.jpg,69,111,108,111,87,141,75,153,102,151
007828.jpg,67,112,110,112,87,138,68,150,109,150
007830.jpg,69,112,108,111,91,138,72,152,104,152
007834.jpg,70,111,107,110,86,132,73,152,103,154
007840.jpg,70,111,107,111,86,138,74,153,102,152
007842.jpg,69,111,108,112,92,137,67,152,110,151
007847.jpg,69,112,108,111,86,133,69,152,108,152
007849.jpg,68,111,108,112,81,139,67,151,110,152
007853.jpg,68,112,109,112,82,138,73,150,103,152
007859.jpg,69,113,109,111,95,139,71,153,105,150
007865.jpg,69,111,107,112,93,137,74,152,104,152
007866.jpg,70,111,107,111,81,134,73,152,103,153
007871.jpg,69,111,108,112,79,135,75,151,103,152
007873.jpg,69,112,108,111,90,138,72,154,104,150
007874.jpg,70,111,107,111,87,134,71,153,106,152
007875.jpg,68,112,109,112,83,134,65,150,112,151
007878.jpg,69,111,108,112,91,129,72,151,106,153
007881.jpg,70,112,108,111,81,134,71,152,105,153
007882.jpg,70,111,107,111,92,134,74,153,102,153
007883.jpg,67,113,110,112,90,141,66,151,110,149
007884.jpg,68,111,108,112,81,138,68,152,109,150
007885.jpg,67,113,110,112,90,134,68,150,108,150
007887.jpg,68,112,109,112,88,139,67,152,110,151
007891.jpg,68,111,108,112,81,133,76,151,101,152
007893.jpg,68,112,109,112,88,138,70,151,107,151
007894.jpg,66,113,111,112,90,135,66,149,110,149
007896.jpg,69,111,108,111,91,135,71,151,107,153
007897.jpg,69,111,108,111,83,134,71,151,106,153
007898.jpg,68,111,109,112,81,137,71,151,107,151
007900.jpg,69,112,108,111,92,136,72,152,104,152
007901.jpg,67,112,109,112,90,136,65,151,113,150
007907.jpg,68,112,109,112,85,135,71,148,106,153
007914.jpg,68,113,109,111,93,134,66,152,109,150
007915.jpg,71,112,107,110,83,130,75,152,100,154
007923.jpg,68,112,109,112,89,138,67,150,110,152
007924.jpg,69,111,108,111,88,137,72,152,104,152
007928.jpg,69,111,108,111,88,135,69,152,108,152
